name,cpf,birthDate,motherName,cnpj,genre,createdAt
Maya Alves,402.861.937-87,1984-05-27T17:02:48.379284,Bella Pinto,,Feminino,2025-05-02T06:12:28.954414
Allana Fogaça,068.274.193-04,1966-01-27T13:43:36.941727,Eduarda Rezende,,Feminino,2024-07-09T14:47:05.419795
Ana Lívia Fonseca,614.293.807-13,2004-05-22T05:52:23.170611,Mirella Duarte,,Feminino,2025-02-25T00:21:04.291897
Valentim Cavalcante,157.832.049-60,2003-12-09T12:58:29.554142,Ana da Mata,,Masculino,2023-12-10T11:30:50.104464
Olívia Costela,314.970.586-00,1998-11-13T01:09:24.331453,Beatriz Sá,,Desconhecido,2024-10-05T10:40:49.289183
Maria Almeida,961.472.083-22,1955-10-02T09:05:47.912938,Maria Isis Pacheco,,Feminino,2024-11-06T02:12:51.644436
Lavínia Barros,281.407.653-17,1955-09-09T21:29:17.376205,Maysa Oliveira,,Desconhecido,2025-04-23T20:27:53.133814
Maria Julia Correia,439.628.170-69,1985-07-23T06:21:34.448035,Lunna Pimenta,,Feminino,2024-12-27T15:33:28.408840
Isis Ramos,857.304.162-53,1955-11-19T00:22:42.881142,Maria Fernanda da Cunha,,Desconhecido,2023-11-28T12:33:20.704226
Bella da Mata,356.948.027-56,2003-09-08T00:40:56.685421,Mariana Azevedo,,Feminino,2024-02-26T01:32:02.394028
Vitor Hugo Camargo,152.607.394-34,1989-07-29T01:27:49.933522,Nicole Rios,,Masculino,2025-01-30T22:00:59.966499
Fernanda Costa,293.876.154-64,1970-09-17T14:00:49.984989,Hellena da Paz,,Feminino,2024-03-15T14:56:16.768550
Lívia Aparecida,127.835.490-50,1969-09-28T14:02:59.290960,Cecilia da Paz,,Desconhecido,2025-07-26T16:58:24.089564
Marcos Vinicius Viana,270.195.346-43,2005-10-06T18:19:08.951541,Ana Cecília Borges,,Masculino,2025-06-05T18:02:23.941611
Laís Cavalcante,604.217.583-17,1970-06-03T17:38:15.850313,Rafaela Silva,,Feminino,2024-02-17T11:22:15.790748
Maria Luísa Pastor,380.924.617-40,1985-06-24T17:32:34.075785,Alana da Mata,,Feminino,2024-02-05T10:33:19.326435
Emanuel da Cruz,048.257.936-65,2007-02-19T08:34:59.936264,Clara Lima,,Desconhecido,2024-09-01T12:29:15.038164
Theodoro da Paz,126.348.709-22,1961-04-29T23:32:24.121886,Clarice Abreu,,Masculino,2024-02-16T21:29:15.593983
Henry Gabriel da Paz,125.407.986-67,1964-01-10T13:56:13.354990,Gabrielly Abreu,,Desconhecido,2024-06-05T02:36:47.550813
Isabelly Novais,823.569.701-77,1961-06-25T05:31:45.506520,Eloá da Cunha,,Feminino,2024-03-13T04:03:27.340166
Marina Sampaio,357.089.624-29,1959-01-16T00:45:09.797761,Ana Laura Araújo,,Desconhecido,2024-04-15T06:35:14.654639
Murilo da Cunha,459.173.682-28,1994-11-14T20:16:48.222473,Bruna Cardoso,,Masculino,2023-11-14T19:46:17.442809
Valentina Dias,703.924.615-52,1973-01-04T07:12:34.832440,Maria Julia Pimenta,,Feminino,2025-10-10T04:54:11.195172
Fernanda Novaes,021.643.578-17,1953-12-09T19:37:55.549450,Maria Julia Rios,,Feminino,2025-05-16T02:49:24.416543
Josué Caldeira,276.349.501-06,1981-04-01T18:22:00.608678,Hadassa Rezende,,Masculino,2024-08-21T01:02:20.693658
Pedro Miguel Cardoso,951.630.724-80,1979-09-05T14:17:59.449641,Luna Vargas,,Masculino,2023-11-08T04:05:53.858398
Joana Abreu,829.437.165-37,1978-03-06T20:34:28.154252,Maria Laura Campos,,Feminino,2024-06-30T00:45:57.929133
Lunna Camargo,372.501.489-23,1991-03-06T20:47:45.887136,Bárbara Lopes,,Feminino,2025-06-14T02:55:00.051492
Ravi Nogueira,349.815.062-60,1974-09-23T10:07:46.538016,Ayla Souza,,Masculino,2025-05-06T21:30:19.968278
Asafe Montenegro,735.140.682-08,1951-03-22T22:23:11.772040,Júlia Santos,,Masculino,2024-02-12T02:01:11.999789
Maria Julia Teixeira,138.506.729-21,2004-07-30T11:52:01.841031,Milena Costela,,Feminino,2025-02-16T14:12:07.327266
Raquel Sousa,927.541.086-02,1970-06-02T21:01:22.507263,Sofia da Mata,,Feminino,2024-09-07T16:03:15.248263
Maria Júlia Oliveira,839.762.104-04,1985-08-27T16:41:18.926909,Isabelly Barbosa,,Desconhecido,2025-07-01T03:23:43.782661
Caleb Aragão,362.598.104-15,1954-03-29T23:45:55.684217,Maria Alice Porto,,Desconhecido,2025-06-12T02:24:58.115260
Maria Julia Marques,794.265.831-73,1977-09-07T03:22:04.080521,Maria Luísa Farias,,Desconhecido,2024-12-22T00:58:14.643700
Melina Sá,951.230.746-43,1995-07-20T23:44:00.369293,Olívia Mendes,,Desconhecido,2024-03-25T02:43:29.272213
Lucas Gabriel Azevedo,480.713.965-75,1971-06-28T00:03:50.709595,Isabelly Silveira,,Masculino,2025-10-02T17:42:33.466445
Davi Lucas Moraes,189.432.706-31,1988-06-05T16:46:20.072805,Antonella Dias,,Desconhecido,2025-07-20T00:18:30.930962
Maitê Lima,163.842.570-17,1952-12-02T07:51:58.797692,Isabella Macedo,,Feminino,2025-06-10T06:57:54.116303
Hadassa da Mata,580.692.413-06,1967-03-09T22:01:36.197620,Bella Pacheco,,Feminino,2023-11-29T23:25:25.177375
Luiz Otávio Pires,674.305.829-74,1947-07-03T09:03:00.290296,Hadassa da Luz,,Masculino,2025-04-02T21:34:48.271872
Natália Camargo,397.065.482-38,1976-07-26T23:46:54.330002,Natália Fonseca,,Feminino,2025-01-24T18:09:35.976031
João Felipe Silveira,406.571.829-58,1994-05-29T04:25:29.848421,Clarice Siqueira,,Desconhecido,2024-10-04T11:06:39.028480
Aurora Viana,167.542.903-07,1962-04-09T01:32:30.063539,Ester Barbosa,,Feminino,2024-09-22T05:01:14.981306
Mathias Gonçalves,384.209.571-60,2003-05-16T17:07:23.377563,Luiza Santos,,Masculino,2024-06-03T11:17:33.835683
Apollo Vieira,196.085.734-75,1957-09-07T15:26:37.150422,Beatriz da Cruz,,Masculino,2024-12-10T00:07:05.250330
José Miguel Ramos,176.492.530-07,1980-09-14T10:34:02.466039,Alice da Conceição,,Masculino,2025-06-10T23:51:39.613443
Théo Silva,584.703.621-35,1965-08-27T13:40:51.497115,Anna Liz Albuquerque,,Masculino,2025-05-21T16:56:26.155607
Bruna Machado,562.039.147-70,1958-09-17T11:37:56.788686,Luana Pereira,,Feminino,2024-01-30T16:41:48.168944
Luiz Otávio Lopes,726.190.845-20,1958-08-24T22:44:45.769979,Maya Borges,,Masculino,2024-11-16T11:01:26.397074
Ravy Viana,294.061.785-67,2004-05-04T22:22:54.111572,Marina Costa,,Masculino,2024-12-05T03:28:30.174604
Diogo Aragão,159.806.372-30,1966-05-19T03:48:14.969169,Isabel Vieira,,Desconhecido,2025-01-24T22:55:02.752576
Natália Duarte,697.510.823-40,1991-09-01T20:45:28.448700,Alícia da Cruz,,Feminino,2025-05-27T17:00:27.253229
Danilo Peixoto,418.032.967-04,1955-03-07T00:45:01.232538,Brenda Aparecida,,Masculino,2024-03-10T13:35:05.393629
Maria Alice da Rosa,783.615.490-48,1992-10-19T10:01:55.689795,Isis Montenegro,,Desconhecido,2024-07-13T09:27:56.455038
Marcos Vinicius Ferreira,350.167.248-90,1974-05-07T23:19:50.637801,Rebeca Fogaça,,Masculino,2024-09-24T11:36:04.349136
Gabriela Vargas,649.517.832-82,2004-11-23T21:34:12.233572,Laura Jesus,,Feminino,2024-11-24T22:37:33.839517
Valentim Martins,012.498.375-88,1971-04-24T21:40:09.523363,Alícia Nunes,,Desconhecido,2024-10-24T18:23:34.794345
Léo Rios,951.230.784-79,2006-03-07T15:46:32.359978,Ana Nunes,,Desconhecido,2024-04-28T06:24:00.651309
Ana Júlia Monteiro,930.762.845-92,1978-04-20T13:03:31.296718,Marina da Paz,,Feminino,2025-06-22T22:48:39.910732
Fernanda Moreira,089.156.437-39,1952-10-05T19:53:40.465364,Fernanda Rocha,,Desconhecido,2024-12-19T20:27:12.627481
Thomas Ferreira,945.078.162-11,1951-09-07T12:50:07.699516,Larissa Siqueira,,Masculino,2024-08-20T11:58:37.074008
Nicolas Rocha,408.359.126-98,2001-08-27T10:05:04.878954,Stephany Mendonça,,Masculino,2025-07-01T08:39:57.285321
Ágatha Mendonça,741.206.398-78,2003-01-25T19:25:30.120702,Alícia Santos,,Feminino,2025-09-18T04:18:02.717560
Dom Garcia,147.859.036-00,1979-09-05T18:44:23.673546,Luna Cassiano,,Desconhecido,2025-08-17T18:37:51.980505
Raul da Conceição,456.179.830-75,1970-03-31T01:39:33.797662,Allana das Neves,,Masculino,2023-11-09T00:06:47.185863
Ana Júlia Ribeiro,824.376.510-71,1966-10-17T04:46:06.301529,Maria Sophia Abreu,,Feminino,2025-05-21T10:41:57.536274
Felipe Rocha,953.426.087-83,1977-09-04T20:43:27.125987,Júlia Castro,,Masculino,2025-09-20T09:26:46.974401
Eloah Campos,573.061.948-01,1953-06-25T21:04:58.494421,Maria Eduarda Ribeiro,,Feminino,2024-12-26T16:26:12.118870
Daniel Melo,026.591.348-98,1992-01-29T01:03:22.007987,Rafaela Freitas,,Masculino,2025-09-22T19:21:16.184651
Hellena Nascimento,481.506.937-93,1991-06-02T15:31:11.140586,Alícia Siqueira,,Feminino,2024-03-20T20:49:59.922269
Vitor Hugo Peixoto,132.687.049-13,1951-02-01T00:01:52.530570,Ana Clara Machado,,Masculino,2025-05-26T23:42:06.008588
Oliver Brito,870.493.156-48,1950-04-24T11:44:32.380427,Lara Rocha,,Masculino,2024-12-30T14:47:37.649891
Antonella Guerra,738.509.624-74,2002-09-02T08:09:20.522376,Cecília da Cruz,,Desconhecido,2025-08-16T01:28:45.800857
Caleb Pinto,513.207.968-77,1975-08-17T12:08:59.300821,Maria Luiza Câmara,,Masculino,2024-02-03T02:27:00.618564
Emilly Nascimento,036.249.517-34,1982-06-02T05:46:02.121846,Melina Vasconcelos,,Desconhecido,2024-09-20T05:28:53.566275
Anna Liz Camargo,762.539.108-68,1976-07-17T06:30:00.264489,Maria Sophia Pinto,,Desconhecido,2024-09-07T20:27:28.251437
Breno da Rosa,367.014.852-35,2001-06-21T21:06:40.472595,Maria Sophia Rezende,,Desconhecido,2025-09-20T01:31:35.501692
Alícia Porto,374.612.058-62,1994-11-02T16:56:37.160202,Cecília Vargas,,Feminino,2024-01-24T11:12:32.191399
Rodrigo Casa Grande,736.914.850-57,1961-06-19T17:23:05.643246,Alícia Guerra,,Masculino,2024-11-22T12:01:13.333300
Milena Cavalcante,708.264.935-56,1952-08-26T14:06:29.339975,Maria Liz Abreu,,Feminino,2024-02-25T18:19:24.553330
Henry Gabriel Alves,793.106.284-13,1953-01-22T01:35:00.184890,Ana Carolina Cavalcanti,,Desconhecido,2025-07-12T01:46:48.383408
Luiz Otávio Dias,972.354.068-10,1980-11-03T14:00:37.438308,Esther Gomes,,Desconhecido,2025-07-11T01:14:47.658396
Ana Beatriz Leão,069.134.587-20,1982-07-18T00:19:53.568790,Allana Monteiro,,Desconhecido,2025-01-08T02:33:44.714170
Gustavo Henrique Sá,705.621.438-07,1977-03-03T00:40:00.533083,Gabriela Pacheco,,Masculino,2024-09-11T12:33:43.532568
Alana Cavalcante,042.197.368-40,2000-02-22T00:12:14.670782,Sabrina Sampaio,,Desconhecido,2025-04-18T12:36:30.083980
Maya Pastor,258.640.713-07,2007-01-30T08:55:47.576482,Liz Araújo,,Desconhecido,2025-06-16T11:17:31.719388
Bento Barros,083.697.524-38,1995-12-30T20:58:51.666369,Ana Laura Gonçalves,,Masculino,2025-05-22T13:42:14.275292
Marcelo Barros,840.713.659-00,1974-07-01T02:58:51.330135,Marina Fernandes,,Desconhecido,2024-01-19T14:40:07.795639
Vitor Sampaio,295.107.864-11,1959-10-14T03:26:40.248661,Luara Nunes,,Masculino,2025-04-26T02:19:21.552492
Ana Clara Camargo,379.540.268-92,1981-04-26T00:03:22.539962,Carolina Oliveira,,Feminino,2023-11-07T13:28:05.217628
Cauê Jesus,620.859.743-92,1960-03-19T18:14:49.528471,Maria Isis Pereira,,Masculino,2024-11-26T09:03:42.635196
Luna Pinto,236.941.870-22,1964-09-30T10:10:17.932896,Maria Flor da Conceição,,Desconhecido,2024-12-17T14:16:39.432167
João Vitor Jesus,709.816.524-76,1975-02-16T05:21:32.030704,Clara Rios,,Masculino,2025-09-26T10:29:51.462965
Davi Luiz Monteiro,374.968.052-38,1968-01-23T12:08:59.869482,Isabelly Dias,,Desconhecido,2024-04-20T06:13:43.645450
Lavínia da Cunha,546.201.978-58,1993-09-12T05:35:04.408293,Maya Melo,,Feminino,2024-01-01T06:29:22.146388
Davi Lucca Santos,342.750.189-23,1966-06-22T14:42:58.819828,Sara Moraes,,Masculino,2025-09-19T15:00:32.142896
Pietro Gonçalves,781.632.905-95,1951-08-05T10:00:02.032789,Pietra Fernandes,,Desconhecido,2024-04-04T13:52:04.364446
Amanda Melo,658.093.427-10,1980-12-16T09:12:24.328184,Maria Luísa Almeida,,Feminino,2024-03-05T10:54:31.090345
Daniel Gomes,547.681.290-30,1962-01-04T15:26:11.193577,Emilly Peixoto,,Desconhecido,2024-10-18T21:23:10.246399
Josué Pacheco,417.590.836-66,1966-10-07T01:07:19.742486,Cecília Alves,,Masculino,2025-09-23T09:45:29.295621
Matheus Cassiano,253.784.916-73,1999-10-07T21:37:44.417793,Sofia Rios,,Desconhecido,2024-03-23T00:10:25.076764
Yago Brito,697.315.842-00,1995-11-12T14:55:53.934922,Stella da Costa,,Desconhecido,2024-09-22T23:25:56.098154
Dom Aragão,893.742.156-91,2007-05-24T09:15:23.472067,Aurora Montenegro,,Desconhecido,2025-07-30T23:53:55.572943
Rael Gomes,560.942.837-83,1972-08-22T10:47:52.248199,Júlia Rocha,,Masculino,2024-08-28T14:07:14.569381
Davi Miguel das Neves,927.534.681-09,1996-11-24T02:47:59.244140,Luana Mendes,,Desconhecido,2024-02-20T17:31:36.699271
Davi Miguel da Luz,243.768.150-71,1954-04-18T23:26:59.493972,Maitê da Conceição,,Masculino,2024-12-18T08:35:05.480789
Gabrielly Vasconcelos,746.039.158-10,1950-09-09T01:10:12.266466,Eloah Teixeira,,Feminino,2024-03-11T08:17:24.819602
Maria Fernanda Ribeiro,316.754.298-55,1992-03-09T12:43:27.283901,Laura Cavalcanti,,Feminino,2025-08-14T22:08:08.967042
Gabriel Melo,952.381.760-40,1950-07-30T09:23:11.096142,Sofia Monteiro,,Masculino,2024-12-13T16:20:45.627793
Yan da Rocha,450.163.987-39,1953-07-30T04:19:07.562901,Maria Helena Rodrigues,,Masculino,2024-05-02T01:32:51.709395
Lucas Gabriel Andrade,847.361.052-08,1983-02-08T14:54:15.889524,Brenda Caldeira,,Desconhecido,2024-04-16T11:47:20.787881
Cauê Monteiro,658.193.042-33,1949-09-14T03:53:24.674971,Ana Sophia das Neves,,Masculino,2024-08-30T17:14:14.768419
Luan Garcia,912.840.367-31,2006-11-18T01:26:02.788879,Valentina Teixeira,,Masculino,2024-06-18T13:59:53.888269
Dante Abreu,165.483.079-84,1963-06-25T00:24:56.782974,Emilly Gonçalves,,Desconhecido,2025-07-29T07:47:04.469818
Noah Pereira,428.793.165-37,1978-05-19T04:22:47.931368,Lívia Nunes,,Masculino,2025-03-08T15:25:39.566297
Otto Almeida,429.561.870-58,1969-01-05T09:28:07.117097,Joana Carvalho,,Desconhecido,2025-06-07T05:01:43.135442
Vitor Rocha,961.587.234-28,1949-12-17T07:39:50.413082,Ana Luiza Monteiro,,Masculino,2025-10-02T10:59:58.770846
Isaac Caldeira,039.682.145-60,1994-11-04T07:45:25.704074,Ágatha Sá,,Desconhecido,2024-03-19T07:07:27.219977
Thiago Souza,503.618.427-08,1972-11-05T10:21:30.737111,Clara Rodrigues,,Masculino,2025-03-31T14:34:35.511289
Ana Clara Pires,708.326.591-77,1982-05-23T01:14:06.091306,Joana Albuquerque,,Feminino,2023-11-19T02:21:03.180617
Aylla Santos,283.094.751-79,2002-05-06T20:40:52.107869,Luna Silveira,,Desconhecido,2025-03-10T20:52:35.149158
João Pedro Barros,510.382.964-98,1968-12-11T00:06:50.801611,Marcela Novaes,,Masculino,2024-09-28T12:52:56.180247
Vitor Cirino,217.439.086-87,1980-03-04T07:07:53.704751,Lívia Machado,,Desconhecido,2024-12-16T21:46:54.973116
Agatha Ramos,731.652.498-73,1978-05-16T09:04:22.823164,Maria Luísa Fogaça,,Feminino,2025-09-10T13:24:06.565490
Oliver Montenegro,821.307.945-05,1982-05-18T00:59:07.079646,Bárbara Martins,,Masculino,2025-10-01T18:43:50.951292
Ana Beatriz Moraes,361.059.472-16,1990-11-08T01:20:56.647581,Alexia Nunes,,Feminino,2024-04-08T15:56:37.654853
João Miguel Campos,132.479.056-34,1970-01-31T21:25:23.897296,Ayla Câmara,,Desconhecido,2025-07-02T13:39:52.387604
Laura Novais,618.027.934-96,1995-11-07T08:59:25.065912,Larissa Azevedo,,Desconhecido,2023-12-09T03:32:27.188958
Lunna Barbosa,064.872.195-76,1986-01-16T01:08:02.984858,Maria Clara Carvalho,,Desconhecido,2024-09-18T17:37:10.159668
Luiz Gustavo Fernandes,581.762.049-94,1979-02-27T18:56:11.055635,Pietra da Paz,,Desconhecido,2024-04-08T08:53:12.851633
Arthur Andrade,589.372.014-88,1986-10-02T11:30:59.732057,Mirella Silveira,,Masculino,2025-07-11T21:58:41.768515
Davi Santos,469.280.175-11,1992-05-18T17:22:13.298549,Daniela da Mata,,Masculino,2024-02-26T03:40:41.774255
Marcelo Brito,923.064.875-29,1963-05-05T22:47:32.628851,Ayla Siqueira,,Masculino,2023-12-05T01:07:20.707610
Daniel Novais,931.576.208-86,2000-12-12T18:17:43.000609,Isabela Macedo,,Masculino,2024-08-01T14:57:08.332947
Pedro Henrique Ramos,830.651.294-42,1986-04-23T20:40:19.490115,Ana Laura Cavalcanti,,Masculino,2023-12-31T07:07:22.025054
Daniel Silveira,803.795.641-57,2000-07-05T11:52:27.166370,Isadora Sales,,Masculino,2025-01-08T14:24:18.719402
Raul Dias,923.748.061-03,1961-11-28T21:41:10.223697,Catarina Moraes,,Desconhecido,2025-05-30T23:53:43.944146
Ana Júlia Guerra,354.670.891-10,1951-01-19T06:52:02.656088,Mariana Correia,,Desconhecido,2025-06-28T16:26:52.790426
Helena Rezende,389.074.256-47,1998-10-01T00:13:52.483137,Maysa Sales,,Feminino,2025-04-13T00:21:24.384769
Brenda Guerra,579.263.014-34,1975-09-09T13:27:33.545021,Alana Sá,,Desconhecido,2025-08-28T00:27:32.131812
Raquel Garcia,957.210.438-14,1986-12-12T02:48:51.112711,Bruna Sales,,Feminino,2024-10-10T23:51:12.345891
Zoe Siqueira,214.587.096-20,1992-06-11T17:01:31.507343,Ana Julia Martins,,Feminino,2024-12-20T04:59:09.402581
Ana Beatriz Siqueira,027.349.581-04,1981-01-06T09:24:07.859005,Carolina Sousa,,Feminino,2025-01-19T20:56:37.620144
Joana Pereira,295.340.871-14,1954-07-29T10:09:57.922364,Caroline Fogaça,,Feminino,2025-09-27T10:37:51.451815
Ester Rocha,164.528.397-64,2006-03-23T00:28:04.859605,Cecilia Cirino,,Feminino,2024-03-07T11:12:43.006075
Ester Campos,840.356.791-00,1952-10-18T21:28:45.545922,Pietra Sales,,Feminino,2024-05-15T21:20:38.866934
Juan Ferreira,201.536.984-89,1994-08-10T13:49:04.430198,Emanuelly Gonçalves,,Masculino,2024-04-29T18:37:37.391452
Clarice Azevedo,826.053.974-83,1959-08-12T10:04:43.717883,Letícia da Paz,,Desconhecido,2025-06-01T13:29:06.605318
Alexia Campos,479.503.618-75,1949-09-16T23:13:57.355839,Ana Sophia Melo,,Desconhecido,2025-08-01T11:25:26.722254
Isabella das Neves,132.409.758-23,1983-05-08T18:05:09.533234,Lorena Lima,,Feminino,2025-08-16T04:20:17.245645
Maria Fernanda Casa Grande,842.053.961-98,1954-04-19T21:24:10.382093,Daniela Souza,,Desconhecido,2024-04-27T13:37:29.945737
Catarina Correia,153.284.679-73,2001-07-06T12:05:18.190925,Melina Ferreira,,Feminino,2024-04-23T13:57:20.103857
Mariah Azevedo,516.248.937-91,1967-10-05T05:46:27.554562,Maria Helena Gomes,,Desconhecido,2023-11-15T00:22:37.239211
Ana Cecília Costela,758.092.641-58,1993-03-28T04:36:22.482163,Maya Silveira,,Desconhecido,2025-02-27T14:51:56.478292
José Novais,639.810.572-95,1998-01-20T22:59:09.071280,Elisa Vasconcelos,,Desconhecido,2024-11-13T08:39:04.566716
Fernando Machado,306.825.749-29,1976-04-09T03:41:44.776472,Marina Vargas,,Desconhecido,2025-04-17T17:31:12.161960
Caio Vieira,156.073.849-93,1991-12-02T19:00:25.677519,Aurora Brito,,Masculino,2025-04-28T21:06:06.648650
Sofia Moreira,713.492.068-22,1970-07-28T02:56:30.107648,Gabrielly Câmara,,Feminino,2025-06-24T01:58:11.870930
Ana Julia Montenegro,743.019.562-80,2004-07-04T18:02:03.145985,Maria Alice das Neves,,Feminino,2024-05-01T04:06:49.657760
Asafe Aparecida,582.367.140-71,1995-02-22T08:31:13.600517,Caroline da Rosa,,Desconhecido,2023-12-17T22:22:50.202928
Yago Sousa,940.215.367-52,1959-10-23T18:53:42.904134,Hellena Cavalcanti,,Masculino,2025-08-04T00:29:35.720548
Juliana Carvalho,098.326.754-56,1980-10-19T06:03:30.757084,Sabrina Monteiro,,Feminino,2024-08-08T12:00:16.846789
Luiz Henrique Caldeira,205.716.439-06,1959-07-30T07:46:19.656296,Yasmin Moura,,Masculino,2025-02-05T18:11:00.340204
Stephany Novais,318.065.472-44,1971-11-05T14:04:20.279114,Rafaela Camargo,,Feminino,2025-04-14T18:28:28.788775
Clarice Garcia,835.410.927-50,1946-04-26T09:34:51.302624,Giovanna Pires,,Feminino,2025-03-05T13:08:49.535496
Luana Vargas,612.875.930-03,1986-10-18T02:35:19.214636,Sarah da Conceição,,Feminino,2024-12-22T12:08:45.087662
João Vitor Nogueira,195.427.806-30,2002-10-04T07:50:23.202461,Julia Casa Grande,,Masculino,2024-05-12T11:58:20.517626
Sophie Sá,802.435.691-06,2006-11-01T11:12:48.621588,Lunna Lopes,,Feminino,2025-01-19T22:17:57.002694
Matteo Cassiano,862.950.473-00,1975-05-15T15:43:58.825229,Joana Marques,,Masculino,2024-06-25T13:47:54.569216
Manuella Abreu,380.197.254-23,1961-06-15T10:18:27.849275,Luara Vargas,,Desconhecido,2025-07-11T18:54:33.700815
Isis Nunes,943.856.107-20,1953-05-11T03:12:16.119722,Bella Viana,,Feminino,2024-05-11T23:01:53.889621
Liz Sousa,019.472.856-02,1948-03-24T10:17:05.764501,Mariana Aragão,,Feminino,2024-08-11T05:22:44.682562
José Araújo,671.095.824-85,1989-04-04T16:11:07.233310,Beatriz da Mota,,Desconhecido,2024-03-11T11:52:44.936452
Maria Sophia Ferreira,724.015.896-94,1997-11-07T11:39:36.743232,Maria Julia Moraes,,Feminino,2025-01-15T10:27:41.797068
Bella Castro,254.307.189-04,1951-05-21T22:51:48.564916,Maria Sophia da Costa,,Feminino,2025-09-09T06:46:45.435058
Cecília Vasconcelos,075.961.843-75,1989-11-29T02:21:47.216389,Agatha Rocha,,Desconhecido,2024-03-06T00:50:00.319407
Maria Laura Rios,805.297.146-20,1991-05-18T01:39:31.164637,Júlia Nascimento,,Desconhecido,2025-04-06T14:56:24.200707
João Miguel Gonçalves,713.486.902-40,1986-11-09T13:16:33.114624,Maria Alice Sá,,Masculino,2025-09-10T01:55:02.997833
Ísis Souza,870.125.649-11,1969-08-31T10:25:30.017427,Bruna Machado,,Feminino,2024-06-14T13:30:41.125202
Yuri Gomes,723.568.419-46,1963-12-16T09:25:07.597195,Isadora Lima,,Desconhecido,2025-07-29T11:32:05.206498
Otávio Pires,725.904.186-20,1948-06-19T01:59:23.987521,Ana Cecília Rios,,Masculino,2023-10-28T04:57:51.451060
Juan da Cruz,519.786.024-30,1970-05-26T00:15:50.529952,Maria Helena Nogueira,,Masculino,2025-07-10T22:45:23.990711
Gabriel Gomes,715.326.048-07,1983-07-22T07:32:19.345525,Lívia Pacheco,,Masculino,2024-12-10T03:46:02.510076
Luísa Mendonça,193.248.705-05,2007-01-22T08:17:43.250989,Giovanna Novais,,Desconhecido,2025-03-07T18:52:05.964779
Amanda Abreu,832.749.056-74,1971-11-20T10:29:12.029673,Ana Júlia Casa Grande,,Feminino,2024-10-22T07:39:05.699451
Kaique Aragão,803.251.679-40,1962-11-23T05:32:03.991214,Ana Beatriz Andrade,,Masculino,2024-08-23T10:44:54.357328
Ian da Mata,798.265.031-77,1995-02-10T00:25:34.054381,Júlia Mendes,,Masculino,2025-01-01T15:54:22.744195
Danilo Moreira,154.609.732-52,1976-12-30T16:19:04.600246,Antonella Farias,,Masculino,2023-11-13T00:36:20.581990
